ISBN,Book-Author,Year-Of-Publication
103263,judy blume,1982
103265,s. meretzky,1983
103266,ann matthews martin,1996
103267,patricia gardner evans,1993
103268,debbie macomber,2004
103286,hope ryden,1999
103336,katherine arthur,1991
103338,rachel lee,1998
103340,dan diamond,1999
103346,maureen child,1998
103350,dee holmes,1996
103359,brenda novak,2000
103371,martha kirkland,1999
103372,victoria pade,1999
103384,kathleen korbel,1994
103388,elane osborn,2001
103392,muriel jensen,2001
103395,leann harris,1999
103399,elizabeth sherwood,1992
103409,susan mallery,2001
103414,kathleen creighton,2000
103416,jane shore,1990
103424,catherine lim,1997
103427,cassie edwards,1997
103431,girl scouts of the united states of america,1993
103435,stobie piel,1999
103437,richard peck,1987
103439,nancy butts,1998
103441,shirley climo,1989
103443,david bishop,2000
103448,susan mallery,1999
103453,anne van wagner childs,1998
103454,d. a. benton,1993
103456,kenny mccaughey,1998
103459,michael r. eades,1999
103464,lawrence sanders,1997
103475,adrienne rich,1994
103477,gil nelson,1995
103479,josie litton,2003
103482,trisha baker,2001
103485,lurlene mcdaniel,1992
103490,margaret buffie,1992
103498,arthur conan doyle,1976
103499,michael r phillips,1985
103502,joy singleton,1991
103503,margaret davidson,1994
103514,bentley little,1995
103515,ann cleeves,1988
103517,james grady,1995
103519,ben bova,1985
103520,greg bear,2001
103526,olivia goldsmith,1992
103538,james neff,1997
103543,howard m. shapiro,2002
103550,bronwyn williams,2001
103553,carlton sherwood,1991
103570,william martin,1996
103575,todd gold,1996
103577,iain banks,1998
103581,william r. forstchen,1994
103589,bill d. moyers,1989
103602,robert ludlum,1993
103614,grant r. jeffrey,1990
103615,edward e. kramer,1996
103620,michael connelly,2003
103621,john dunning,2004
103632,william shakespeare,1981
103646,h. g. wells,2002
103648,h. g. wells,1995
103698,liz curtis higgs,1997
103699,jack canfield,2001
103714,michael r. eades,2001
103718,masha hamilton,2001
103719,terry goodkind,2001
103721,linda bladholm,1999
103722,linda bladholm,2001
103723,martha gill,1997
103724,ron herbst and sharon tyler herbst,1995
103725,sharon tyler herbst,2001
103726,eve zibart,2001
103728,alton brown,2003
103729,alton brown,2002
103730,ira l. meyer,2003
103731,king arthur flour,2003
103732,martha rose shulman,2002
103734,le cordon bleu,1997
103735,scott cunningham,2003
103736,shirley o. corriher,1997
103737,culinary institute of america,2001
103738,prosper montagne,2001
103739,martha ellen zenfell,1991
103740,kathleen wheaton,1989
103741,rosemary bailey,1998
103744,gooseberry patch staff,1997
103745,wendy haig milne,1994
103746,eugene ehrlich,1997
103747,viggo mortenson,1998
103748,robin mead,1995
103753,gabriel garcia marquez,1986
103754,gaiter,1989
103757,anne delbee,1992
103759,mary donovan,1993
103760,louise purwin zobel,1997
103761,cynthia  dial,2001
103764,not applicable (na ),1991
103765,timothy jeffery,1998
103766,sunset books,1988
103767,julie schnittka,2004
103768,marie browning,2000
103769,caroline young,1998
103770,jane bingham,1999
103771,peter caine,2003
103772,roger a. labrucherie,1989
103774,j. kevin wolfe,2000
103775,m. j. benton,1996
103777,sunset books,1984
103778,wilhelminia ripple,1996
103779,vimala schneider mcclure,1989
103780,casey kellar,1997
103781,niall williams,1991
103787,bill hufnagle,1995
103789,bryan  miller,2000
103790,polly clingerman,1995
103792,karri allrich,2000
103795,ariana,2001
103797,shirleen sando,1999
103799,bobby flay,1998
103800,colette rossant,1988
103801,charity,1972
103802,iza trapani,1993
103803,anna maria volpi,2003
103804,norene gilletz,1998
103806,cait johnson,2001
103807,jill norman,1990
103839,diana wynne jones,2000
103841,jules verne,1992
103842,radha,2003
103843,charlie w. shedd,1976
103844,jill ireland,1988
103847,kathleen coskran,1997
103849,nancy moser,1998
103861,david zinczenko,2000
103864,jack london,1991
103865,elizabeth massie,2002
103868,natalie robins,1996
103869,cher threinen-pendarvis,1995
103871,margo hill,1995
103874,devereux butcher,2000
103879,sherman alexie,1996
103880,arthur waite,1977
103882,antonia fraser,1992
103884,shirley lowe,0
103890,elizabeth peters,1988
103894,novella carpenter,2000
103897,tony mendoza,1985
103898,cynthia kadohata,1992
103900,molly gloss,2000
103912,elizabeth george,1995
103913,tom lange,1997
103918,sheila weller,1995
103927,rosie o'donnell,2003
103930,ed mcgaa,1992
103945,josiah gregg,1990
103950,c. j. box,2002
103952,barbara d'amato,2002
103954,anne bronte,1998
103958,murasaki shikibu,1990
103960,lois mcmaster bujold,1991
103966,joan lawrence,1989
103967,clyde reid,1983
103968,richard smith,1978
103969,paula begoun,1999
103970,wylly folk st. john,1981
103971,mary jane auch,1990
103972,matthew f christopher,1985
103973,robert c. o'brien,1985
103974,martha tolles,1990
103976,judy blume,1987
103978,william shakespeare,1981
103979,jennifer l.b. leese,2002
103980,martin h. greenberg,1989
103982,erma bombeck,1978
103984,robert coles,1994
104012,ralph cotton,2003
104015,louis l'amour,1992
104016,louis l'amour,1985
104017,serena valentino,2002
104019,doug lansky,1999
104026,robert skutch,1984
104027,henriette anne klauser,2001
104031,kirsten bakis,1997
104034,mariann hybels-steer,1995
104035,william diehl,1989
104036,james a. michener,1995
104040,sarah ban breathnach,1998
104043,erica jong,1990
104046,l.m. montgomery,1990
104049,l. ron hubbard,1990
104052,roger m. schwarz,1994
104055,robert crichton,1966
104061,byron katie,2002
104066,"joseph j."","" jr bannon",2001
104067,richard wiseman,2003
104072,chuck holton,2003
104074,robert shea,1992
104076,phillip c. mcgraw,2000
104078,hayao miyazaki,1990
104081,paul reps,1998
104082,michael bruney,2002
104084,max f. long,1948
104085,shizuko natsuki,1989
104089,william tyndale,1996
104092,nora m. spurgin,1999
104093,thomas bulfinch,1998
104096,michael meyer,1989
104100,henrietta,2001
104102,michele allman-ward,2003
104104,jack canfield,2001
104105,andy gaus,1991
104107,thomas merton,1970
104110,gordon macdonald,1997
104111,terrence j. mccann,1995
104112,robert aitken,1984
104113,catherine doherty,1985
104116,john treadwell nichols,2000
104118,william w. baker,1998
104120,daniel matt,0
104121,james a. michener,1989
104122,world almanac publications,1987
104124,henry m robert,1981
104125,frank j.  fabozzi,1997
104127,louis l'amour,1993
104128,louis l'amour,1983
104129,perspection inc,1997
104132,michael warden,1994
104133,helen musick,1999
104134,ken davis,1996
104135,harry lorayne,1989
104136,stephen stark,1994
104137,nicholas davies,1997
104138,paul crompton,1997
104139,howard reid,1989
104140,c.f. baynes,1967
104141,paul billheimer,1983
104142,danielle kennedy,1993
104143,sister wendy beckett,1995
104144,mike yaconelli,1998
104145,carole hyatt,1990
104148,bruce nussbaum,1983
104149,paul hawken,1984
104150,brian wynne garfield,1980
104152,dwight whitsett,1997
104154,teresa of avila,1991
104156,rita nightingale,1982
104157,john heider,1988
104158,laurie polich,1998
104159,brian tracy,2001
104160,ian macnair,1995
104161,william tyndale,1989
104162,arthur a. thompson,1987
104163,robert doherty,1996
104164,sun tzu,1983
104165,rick murdock,2000
104166,mary ellen  snodgrass,1988
104167,john skipp,1992
104170,nance j j,2000
104176,ken piesse,1995
104188,karen hughes,2004
104192,peter abrahams,1991
104195,jamaica kincaid,1998
104203,theresa scott,2000
104209,jerry b. jenkins,2004
104212,rachel vail,1998
104216,j.a. jance,1998
104220,arthur miller,1998
104222,agatha christie,1993
104223,jane lindskold,1997
104232,james crumley,1997
104234,amelie nothomb,2002
104235,edwardo mendoza,2003
104241,bret easton ellis,1998
104249,debbie dadey,1999
104250,jim davis,1984
104254,james patterson,2000
104256,robert jordan,1998
104258,melinda curtis,2003
104259,jonathan kellerman,1987
104267,fay weldon,1983
104280,evelyn waugh,1999
104283,sid kirchheimer,1993
104286,bruce b. barton,1995
104287,anne graham lotz,2000
104290,johannes w. rohen,1998
104295,jude deveraux,1989
104297,janette oke,2003
104301,allan borushek,2001
104302,germaine copeland,2004
104304,dee henderson,2002
104306,janette oke,2003
104307,janette oke,2003
104308,linda nichols,2002
104309,karen kingsbury,2002
104317,gabriel garcia marquez,1997
104322,theodore dreiser,1997
104323,loida maritza perez,1999
104327,elmore leonard,1998
104340,lucia etxebarria,2002
104343,lee child,2002
104344,jan burke,2002
104345,barbara engler,1985
104346,larry cyril jensen,1985
104347,thomas,1990
104348,lester a. lefton,1985
104349,sandy petersen,1988
104350,paul mcconnell,1997
104351,sheldon gillett,1996
104352,keith herber,1997
104353,keith herber,1994
104354,pete tamlyn,1987
104355,william a. barton,1988
104356,sandy petersen,2000
104357,greg rucka,1995
104358,erick wujcik,1987
104359,erick wujcik,1985
104360,kevin siembieda,1987
104361,kevin siembieda,1990
104362,c.j. carella,1994
104363,tom m.  apostol,1967
104364,robert sedgewick,1983
104365,bill ball,1999
104366,frank miller,1986
104367,grant morrison,1997
104368,tom weller,1985
104369,harold gale,0
104370,robert i. friedman,2000
104371,alan moore,2001
104372,jhonen vasquez,1999
104373,l frank baum,0
104374,miranda bruce-mitford,1996
104375,rosemary ellen guiley,1997
104376,bryan magee,1998
104377,kris kershul,1992
104378,paul graves,1997
104379,chet raymo,1982
104380,rick shaffer,1994
104381,anne hooper,1996
104382,kate botting,1996
104383,katherine ramsland,1995
104384,brian chichester,1996
104385,jill mellick,1996
104386,richard w. barber,1979
104387,richard restak,1988
104388,jean marie stine,1997
104389,helen hornbeck tanner,1991
104390,robert m. adams,1986
104391,robert l. chapman,1992
104394,visible ink pr,1995
104395,douglas pagels,1999
104396,charles squire,1975
104398,inge dougans,1992
104399,r. j hopper,1977
104400,george r drake,1978
104401,norman sanders,1979
104402,red cross,1979
104403,orson scott card,1990
104404,aung san suo kyi,1991
104405,richard boyd,1991
104406,gloria hargreaves,1992
104409,julie cuccia-watts,1995
104411,poppy z. brite,1997
104412,daphna moore,1989
104414,daniel c. dennett,1996
104415,alan musgrave,1993
104416,jonathan barnes,1987
104417,martin duberman,1992
104418,compiled from approved sources,1983
104419,gary kinnaman,1994
104420,joyce carol oates,1991
104421,brian jones,1990
104422,rhoda hendricks,1992
104423,marguerite-marie dubois,1984
104424,h. g. wells,1993
104425,"ron l."","" ph.d. hubbard",1998
104426,lee baer,1992
104427,john glatt,2004
104428,katherine kurtz,1981
104429,kurtz,1979
104430,katherine kurtz,1990
104431,grant r. jeffrey,1997
104432,alan dean foster,1983
104433,karen horney,1968
104434,ken gross,1992
104436,the editors of penthouse magazine,1996
104437,michael jahn,1993
104438,john c. traupman,1991
104439,william shakespeare,1958
104440,john halkin,1988
104442,langenscheidt staff,1986
104443,ada muir,1993
104444,denis waitley,1996
104445,dharma singh khalsa,1997
104446,charles b. carlson,1996
104447,ira levin,1997
104448,john major jenkins,1998
104449,a. a. attanasio,1996
104450,steven spruill,1997
104451,mantak chia,1983
104452,michael roth,1984
104453,olivia,1997
104454,elizabeth clare prophet,1997
104455,harold bloom,1996
104456,l. ron hubbard,2001
104457,thomas r. beyer,1994
104458,john c. traupman,1995
104459,michael moorcock,1995
104460,michael moorcock,1983
104461,michael moorcock,1986
104462,michael moorcock,1989
104463,stephen king,1979
104464,tad williams,1999
104465,frank herbert,1985
104466,johann wolfgang von goethe,1994
104467,frank harber,1998
104468,frank herbert,1980
104469,frank herbert,1981
104470,paul carus,1977
104471,felipe fernandez-armesto,1995
104472,anthony alessandra,1996
104473,j.r.r. tolkien,2001
104474,j. meade falkner,1987
104476,graham hancock,1996
104477,donald tyson,1995
104478,henry strutz,1998
104479,homer,1996
104480,kevin trudeau,1995
104481,dante,1955
104482,daniel chanan matt,1995
104483,lynn margulis,2000
104484,robert gass,1999
104485,rick joyner,1997
104486,steven j. dick,2001
104487,kenneth johnson,1998
104488,kant,1929
104489,armand h. delsemme,2001
104490,geoffrey zubay,2000
104492,nigel calder,1988
104497,nathanael west,1983
104498,nora roberts,1998
104500,charles dickens,1983
104523,cyndi howells,1999
104527,philip d. morehead,1995
104548,jayne ann krentz,1997
104558,rita mae brown,1996
104564,daniel defoe,1996
104566,mildred gordon,1966
104567,elaine m. bucher,1997
104577,nathaniel hawthorne,1990
104581,criswell freeman,2003
104586,kate seredy,1979
104588,barbara e. johnson,1994
104594,irene hunt,2003
104599,alisa craig,1989
104609,james fenimore cooper,1998
104615,v.c. andrews,2002
104623,emma goldrick,1992
104624,willa cather,1994
104625,kate mcmullan,1998
104626,louisa may allcat,2001
104627,judy reinen,2001
104629,walt disney productions,1983
104635,stephen cosgrove,1985
104640,mark twain,1999
104641,l. frank baum,2001
104647,f. scott fitzgerald,1998
104653,susan cooper,1996
104683,francis parkman,2002
104688,theodore dreiser,1994
104690,dante alighieri,1987
104699,frank norris,1997
104704,tony evans,2002
104706,gayle roper,2003
104708,not applicable (na ),1985
104712,zilpha keatley snyder,1972
104716,sir arthur conan doyle,1993
104721,cassie edwards,1995
104722,william pene dubois,1983
104723,raymond e. feist,1986
104724,dennis l. mckiernan,2002
104726,jacqueline wilson,2002
104728,lydia adamson,2001
104732,avi,2002
104743,seuss,1990
104750,jacqueline wilson,2003
104755,david shannon,2002
104766,richard brightfield,1983
104772,constance o'banyon,2000
104774,peggy parish,1989
104778,johann wyss,1966
104783,joseph rosenbloom,1976
104784,lucy cousins,1999
104786,disney book,1991
104791,armstrong sperry,1990
104805,louis sachar,1998
104806,r.g. austin,1983
104809,alan benjamin,1987
104811,manning rubin,1993
104814,art buchwald,1976
104816,diana hacker,1995
104818,polly cameron,1961
104821,leo lionni,1990
104822,sherrill b. flora,1987
104823,thomas w. phelan ph.d.,2000
104824,reader's digest,1978
104825,albert h. morehead,1995
104830,dr. james dobson,1994
104833,richard peck,1979
104834,fern michaels,1997
104835,mildred d. taylor,1997
104836,mildred d. taylor,1984
104838,margo lundell,1987
104843,victoria thompson,1990
104849,julian may,1995
104853,r. j. pineiro,1999
104854,steven brust,1999
104859,barbara mccauley,2002
104869,t. more,1998
104870,john jakes,1994
104872,rosemary rogers,1996
104873,john jakes,1989
104877,john jakes,1990
104888,andrew bates,2001
104889,larry mcmurtry,1995
104898,mary burton,2002
104899,cheryl st. john,2002
104901,robin lee hatcher,1999
104903,may sarton,2002
104909,troy denning,1999
104920,kathy jones,1991
104921,cassie edwards,1992
104924,cassie edwards,1994
104927,leslie mcguire,1996
104935,erica spindler,2000
104936,kit gardner,1997
104939,not applicable (na ),1999
104940,group publishing,2000
104943,kate kingsbury,2001
104947,anne ashley,2001
104957,cathy thacker,1988
104962,emily hendrickson,1997
104964,allison lane,1997
104966,"louie j."",""jr. fant",1989
104971,martin harry greenberg,1996
104972,charles r. morris,1997
104977,lahaye,2000
104978,anitra t. steele,2001
104979,john burke,2000
104981,charles dickens,1986
104985,kristine kathryn rusch,1997
104990,anne stuart,1995
104995,eleanor h. porters,1993
104996,john minahan,1973
104999,jules verne,1992
105002,cassie edwards,1998
105004,keane,1981
105005,kurt vonnegut,1999
105006,jerry schad,1991
105009,susan johnson,2002
105011,stephen king,0
105036,gina wilkins,1999
105049,annette broadrick,1994
105053,ruth langan,1994
105067,barbara kaye,1990
105069,barbara bretton,1994
105084,john c. hodges,1972
105085,robin d. owens,2001
105086,lawrence sanders,1991
105090,catherine george,2002
105121,deborah hale,1999
105136,david marion wilkinson,1999
105139,terri brisbin,1999
105140,charles d. taylor,1991
105152,irene brand,1999
105157,michael weaver,1998
105161,anne rivers siddons,1979
105165,william shakespeare,1988
105167,robert e. howard,1993
105195,piers anthony,1999
105211,agatha christie,1986
105214,betty neels,1997
105219,j. a. layton,2001
